Month_Period,Monthly_Income,Monthly_Expense,Month_dt,Net_Cashflow,Savings_Rate_Pct,Expense_to_Income,Cumulative_Net,Is_Deficit,Income_3M_Avg,Expense_3M_Avg,Savings_Rate_3M,Expense_6M_Avg,Income_MoM_Growth,Expense_MoM_Growth,Year,Needs_Spend,Wants_Spend,Savings_Invest,Needs_Pct,Wants_Pct,Savings_Pct,Needs_Compliant,Wants_Compliant,Savings_Compliant
2022-04,13308.8,18354.21,2022-04-01,-5045.41,-37.91,137.91,-119817.16000000005,True,20660.623333333333,19368.673333333336,-0.7033333333332953,15924.529999999999,-51.02204243617939,-13.871042672153887,2022,12913.73,5440.48,6018.0,97.03151298389035,40.87881702332291,45.21820149074297,False,False,True
2022-05,18016.93,25644.12,2022-05-01,-7627.189999999999,-42.33,142.33,-127444.35000000005,True,19499.59,21769.493333333332,-19.553333333333295,17966.694999999996,35.37606696321232,39.717917578582785,2022,11583.210000000001,14060.91,7015.0,64.29069769378025,78.04276311225054,38.93560112627401,False,False,True
2022-06,13297.13,23564.65,2022-06-01,-10267.520000000002,-77.22,177.22,-137711.87000000005,True,14874.286666666667,22520.993333333336,-52.48666666666662,20656.105,-26.19647187395412,-8.10895441138163,2022,15908.9,7655.75,5819.0,119.64160687306209,57.57445403632213,43.76132293209136,False,False,True
2022-07,12081.24,18464.58,2022-07-01,-6383.340000000002,-52.84,152.84,-144095.21000000005,True,14465.1,22557.783333333336,-57.46333333333329,20963.228333333336,-9.144003254837695,-21.642884574988386,2022,6916.320000000001,11548.26,6769.0,57.24842814148218,95.58836675705474,56.029016888994846,False,False,True
2022-08,17535.52,21118.48,2022-08-01,-3582.959999999999,-20.43,120.43,-147678.17000000004,True,14304.63,21049.236666666668,-50.1633333333333,21409.365,45.14669024040578,14.372923727482556,2022,10110.35,11008.130000000001,6292.0,57.656402547514986,62.77618228601148,35.88145660921376,False,False,True
2022-09,21554.54,17370.32,2022-09-01,4184.220000000001,19.41,80.59,-143493.95000000004,False,17057.100000000002,18984.460000000003,-17.953333333333294,20752.726666666666,22.919308922689495,-17.748247032930397,2022,11443.58,5926.74,16058.0,53.09127450643808,27.496481019775874,74.49938620819559,False,True,True
2022-10,13153.23,10454.07,2022-10-01,2699.16,20.52,79.48,-140794.79000000004,False,17414.429999999997,16314.289999999999,6.500000000000038,19436.036666666667,-38.97698582294032,-39.816480064846246,2022,8626.23,1827.8400000000001,7195.0,65.58259834276447,13.8965105909347,54.70139273775339,False,True,True
2022-11,6916.12,17929.62,2022-11-01,-11013.5,-159.24,259.24,-151808.29000000004,True,13874.63,15251.336666666664,-39.76999999999996,18150.286666666667,-47.41884692961349,71.50851295237166,2022,10578.07,7351.55,3138.0,152.94804023064955,106.29587109535406,45.372260747355455,False,False,True
2022-12,4047.48,11487.82,2022-12-01,-7440.34,-183.83,283.83,-159248.63000000003,True,8038.943333333333,13290.503333333332,-107.51666666666664,16137.481666666667,-41.477591481929174,-35.928257263678766,2022,10427.9,1059.92,508.0,257.63932125668316,26.18715842944252,12.551019399725261,False,True,False
2023-01,27861.36,26805.39,2023-01-01,1055.9700000000012,3.79,96.21,-158192.66000000003,False,12941.653333333334,18740.943333333333,-113.09333333333329,17527.616666666665,588.3631296510422,133.337482655543,2023,15413.01,11392.380000000001,12940.0,55.320379191826966,40.88953303069197,46.444251106191516,False,False,True
2023-02,17267.0,16870.03,2023-02-01,396.97000000000116,2.3,97.7,-157795.69000000003,False,16391.946666666667,18387.74666666667,-59.246666666666634,16819.541666666668,-38.025279455130686,-37.06478435866817,2023,12492.92,4377.11,8696.0,72.3514217872242,25.349568541147853,50.36196212428331,False,True,True
2023-03,29132.71,13705.07,2023-03-01,15427.64,52.96,47.04,-142368.05000000005,False,24753.69,19126.829999999998,19.68333333333337,16208.666666666666,68.71900156367636,-18.760843934480253,2023,8230.949999999999,5474.12,6520.0,28.253293291286663,18.790287618281994,22.380341547353474,True,True,True
2023-04,5394.83,15637.82,2023-04-01,-10242.99,-189.87,289.87,-152611.04000000004,True,17264.846666666665,15404.306666666665,-44.86999999999997,17072.625,-81.48188067639434,14.10244529944027,2023,10234.72,5403.1,2642.0,189.71348494762577,100.15329491383417,48.9728128597194,False,False,True
2023-05,20322.0,18021.87,2023-05-01,2300.130000000001,11.32,88.68,-150310.91000000003,False,18283.179999999997,15788.253333333332,-41.86333333333331,17088.0,276.6939829429287,15.245411444817748,2023,10670.19,7351.68,7898.0,52.50560968408622,36.17596693238855,38.86428501131778,False,False,True
2023-06,13378.92,14562.85,2023-06-01,-1183.9300000000003,-8.85,108.85,-151494.84000000003,True,13031.916666666666,16074.18,-62.46666666666663,17600.505,-34.16533805727783,-19.193457726639906,2023,7050.45,7512.4,7871.0,52.698199854696796,56.15101966376956,58.83135559521995,False,False,True
2023-07,9359.94,24864.02,2023-07-01,-15504.08,-165.64,265.64,-166998.92,True,14353.62,19149.579999999998,-54.38999999999996,17276.943333333333,-30.039644455606272,70.735947977216,2023,18261.7,6602.32,3443.0,195.10488315096038,70.53805900465173,36.7844238317767,False,False,True
2023-08,8541.39,17009.2,2023-08-01,-8467.810000000001,-99.14,199.14,-175466.73,True,10426.749999999998,18812.02333333333,-91.20999999999997,17300.138333333332,-8.745248366976721,-31.591110367510964,2023,5271.19,11738.01,5363.0,61.71349159797176,137.42505610913446,62.78837519420142,False,False,True
2023-09,10035.01,23740.77,2023-09-01,-13705.76,-136.58,236.58,-189172.49000000002,True,9312.113333333333,21871.329999999998,-133.78666666666663,18972.755,17.48684933014417,39.576052959574824,2023,13185.71,10555.06,5186.0,131.39707882702655,105.18235656964964,51.67907157043191,False,False,True
2023-10,18175.39,13082.82,2023-10-01,5092.57,28.02,71.98,-184079.92,False,12250.596666666665,17944.263333333332,-69.23333333333329,18546.921666666665,81.11979958166458,-44.8930257948668,2023,10105.51,2977.31,14193.0,55.59996236669475,16.38099650131304,78.08910840427633,False,True,True
2023-11,18123.14,18949.38,2023-11-01,-826.2400000000016,-4.56,104.56,-184906.16,True,15444.51333333333,18590.99,-37.70666666666663,18701.506666666668,-0.28747663736513607,44.841708439006275,2023,13736.5,5212.88,11246.0,75.79536437946184,28.76366898892797,62.053264500522545,False,True,True
2023-12,9763.69,14491.64,2023-12-01,-4727.949999999999,-48.42,148.42,-189634.11000000002,True,15354.073333333332,15507.946666666665,-8.319999999999958,18689.638333333332,-46.12583691347084,-23.524463597225875,2023,10267.25,4224.39,3601.0,105.15747632298853,43.2663265630105,36.88154785741865,False,False,True
2024-01,25993.28,26896.85,2024-01-01,-903.5699999999997,-3.48,103.48,-190537.68000000002,True,17960.036666666663,20112.623333333333,-18.819999999999958,19028.443333333333,166.22393787594646,85.6025266981515,2024,13575.49,13321.36,15132.0,52.22692172746187,51.24924595895555,58.21504635044135,False,False,True
2024-02,16291.97,20152.33,2024-02-01,-3860.3600000000024,-23.69,123.69,-194398.04000000004,True,17349.646666666664,20513.606666666663,-25.196666666666626,19552.298333333332,-37.32237716825272,-25.075501406298496,2024,9617.8,10534.53,3590.0,59.03399036457838,64.66087281034768,22.03539535120676,False,False,True
2024-03,8970.4,14306.03,2024-03-01,-5335.630000000001,-59.48,159.48,-199733.67000000004,True,17085.216666666664,20451.736666666668,-28.883333333333287,17979.841666666664,-44.93974639039969,-29.010541212852313,2024,7590.77,6715.26,5763.0,84.62019530901634,74.86020690270223,64.24462677249622,False,False,True
2024-04,24685.559999999998,13539.61,2024-04-01,11145.949999999997,45.15,54.85,-188587.72000000003,False,16649.309999999998,15999.323333333334,-12.67333333333329,18055.97333333333,175.189066262374,-5.357321353303468,2024,4152.83,9386.78,9769.0,16.822911856162065,38.025388121638734,39.57374270626229,True,False,True
2024-05,5607.28,14511.28,2024-05-01,-8904.0,-158.79,258.79,-197491.72000000003,True,13087.746666666664,14118.973333333333,-57.70666666666662,17316.289999999997,-77.28518210646223,7.176499175382456,2024,10588.75,3922.53,1967.0,188.8393302991825,69.95423806194805,35.07939678418057,False,False,True
2024-06,17866.28,18657.79,2024-06-01,-791.510000000002,-4.43,104.43,-198283.23000000004,True,16053.039999999995,15569.560000000003,-39.35666666666663,18010.648333333334,218.62649983592758,28.574391783495322,2024,12796.380000000001,5861.41,10069.0,71.62307990247552,32.8071092583347,56.357562962183515,False,False,True
2024-07,23668.35,23401.73,2024-07-01,266.619999999999,1.13,98.87,-198016.61000000004,False,15713.969999999996,18856.933333333334,-54.02999999999995,17428.128333333334,32.474975204687276,25.426055283074778,2024,15332.23,8069.5,10509.0,64.7794628691903,34.09405387363294,44.40106724803377,False,False,True
2024-08,10447.15,19141.54,2024-08-01,-8694.390000000001,-83.22,183.22,-206711.00000000006,True,17327.26,20400.353333333336,-28.83999999999996,17259.663333333334,-55.860252193329906,-18.204594275722343,2024,7339.59,11801.95,1211.0,70.25447131514336,112.96813006418019,11.591678113169621,False,False,False
2024-09,21827.91,17504.03,2024-09-01,4323.880000000001,19.81,80.19,-202387.12000000005,False,18647.80333333333,20015.766666666666,-20.759999999999962,17792.663333333334,108.93650421406798,-8.554745333970004,2024,8581.78,8922.25,7209.0,39.31562847748594,40.87542050521557,33.026524298478414,True,False,True
2024-10,17152.35,18805.86,2024-10-01,-1653.510000000002,-9.64,109.64,-204040.63000000006,True,16475.80333333333,18483.81,-24.349999999999962,18670.37166666667,-21.42009931321872,7.4373158638325165,2024,10962.5,7843.360000000001,3896.0,63.91252510588929,45.72761166837198,22.714088740026877,False,False,True
2024-11,29792.77,17912.19,2024-11-01,11880.580000000002,39.88,60.12,-192160.05000000005,False,22924.343333333327,18074.02666666667,16.68333333333337,19237.190000000002,73.69497474107047,-4.752082595531403,2024,6579.08,11333.11,13167.0,22.082807338827507,38.039799588960676,44.195286306040025,True,False,True
2024-12,7314.35,10154.57,2024-12-01,-2840.2199999999993,-38.83,138.83,-195000.27000000005,True,18086.489999999998,15624.206666666665,-2.8633333333332955,17819.986666666668,-75.44924490069235,-43.309165434265715,2024,6596.76,3557.81,1425.0,90.18928544573338,48.64150608051296,19.482250644281446,False,False,False
