Date,Transaction Description,Category,Amount,Type,Year,Month_Num,Month_Period,Month_dt,Quarter,Day_of_Week,DOW_Num,Is_Weekend,Week_of_Year,Month_Name,Season,Expense_Type,Budget_Category,Is_Discretionary,Monthly_Budget_Limit,Amount_ZScore,Is_Outlier
2020-01-31,How trip learn enter.,Food & Drink,1325.91,Expense,2020,1,2020-01,2020-01-01,Q1_2020,Friday,4,False,5,Jan,Winter,Variable,Needs,False,800.0,0.42720840958424416,False
2020-01-31,Much section investment on gun.,Rent,1712.08,Expense,2020,1,2020-01,2020-01-01,Q1_2020,Friday,4,False,5,Jan,Winter,Fixed,Needs,False,1200.0,1.3357156766323397,False
2020-01-31,Management sense technology check civil.,Shopping,563.17,Expense,2020,1,2020-01,2020-01-01,Q1_2020,Friday,4,False,5,Jan,Winter,Variable,Wants,True,600.0,0.7555609179026987,False
2020-02-02,As high you more wife.,Health & Fitness,333.68,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Sunday,6,True,5,Feb,Winter,Variable,Needs,False,300.0,1.0599961716685022,False
2020-02-04,Race mr.,Travel,1406.62,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Tuesday,1,False,6,Feb,Winter,Variable,Wants,True,500.0,0.6373425605787263,False
2020-02-05,Born itself law west.,Rent,1222.17,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Wednesday,2,False,6,Feb,Winter,Fixed,Needs,False,1200.0,0.43906444972556685,False
2020-02-05,Seven medical blood personal.,Investment,1838.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Wednesday,2,False,6,Feb,Winter,Income/Other,Savings,False,0.0,0.5655929876210782,False
2020-02-07,Current hear claim well two.,Travel,1979.15,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Friday,4,False,6,Feb,Winter,Variable,Wants,True,500.0,1.6881373081076707,False
2020-02-07,Food affect upon these story.,Entertainment,1372.38,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Friday,4,False,6,Feb,Winter,Variable,Wants,True,400.0,0.6030561126294217,False
2020-02-08,Around there water.,Food & Drink,465.81,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Saturday,5,True,6,Feb,Winter,Variable,Needs,False,800.0,1.0110074562905214,False
2020-02-08,Staff within mouth call.,Other,3786.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Saturday,5,True,6,Feb,Winter,Income/Other,Income/Other,False,0.0,0.8546402047137365,False
2020-02-09,Close month parent who up.,Entertainment,1827.14,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Sunday,6,True,6,Feb,Winter,Variable,Wants,True,400.0,1.4186380011204973,False
2020-02-11,Human public health.,Health & Fitness,433.13,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Tuesday,1,False,7,Feb,Winter,Variable,Needs,False,300.0,0.8903917576887832,False
2020-02-13,Building different full open.,Salary,294.31,Income,2020,2,2020-02,2020-02-01,Q1_2020,Thursday,3,False,7,Feb,Winter,Income/Other,Income/Other,False,0.0,1.2292894699677093,False
2020-02-15,Detail audience piece director town.,Other,4009.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Saturday,5,True,7,Feb,Winter,Income/Other,Income/Other,False,0.0,1.0345607115029314,False
2020-02-16,Method everything.,Shopping,730.37,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Sunday,6,True,7,Feb,Winter,Variable,Wants,True,600.0,0.45190909660561734,False
2020-02-16,Much rich think.,Utilities,1023.96,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Sunday,6,True,7,Feb,Winter,Fixed,Needs,False,350.0,0.15271044249686005,False
2020-02-18,Drug list imagine behind.,Investment,1398.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Tuesday,1,False,8,Feb,Winter,Income/Other,Savings,False,0.0,0.9111790643947149,False
2020-02-19,Interest level rock pull.,Investment,3958.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Wednesday,2,False,8,Feb,Winter,Income/Other,Savings,False,0.0,1.0995035641064432,False
2020-02-20,I fund.,Shopping,769.42,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Thursday,3,False,8,Feb,Winter,Variable,Wants,True,600.0,0.38099041465794387,False
2020-02-26,Court movie cell.,Travel,1942.45,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Wednesday,2,False,9,Feb,Winter,Variable,Wants,True,500.0,1.6207798469539978,False
2020-02-27,Leg themselves away.,Food & Drink,1363.76,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Thursday,3,False,9,Feb,Winter,Variable,Needs,False,800.0,0.4904992717204606,False
2020-02-28,Anything yourself.,Other,3286.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Friday,4,False,9,Feb,Winter,Income/Other,Income/Other,False,0.0,0.45123099666621436,False
2020-02-28,Unit support.,Other,1795.0,Income,2020,2,2020-02,2020-02-01,Q1_2020,Friday,4,False,9,Feb,Winter,Income/Other,Income/Other,False,0.0,0.7517352617314967,False
2020-02-29,Magazine degree husband around.,Travel,1944.06,Expense,2020,2,2020-02,2020-02-01,Q1_2020,Saturday,5,True,9,Feb,Winter,Variable,Wants,True,500.0,1.6237347655495675,False
2020-03-03,World enter.,Rent,1742.33,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Tuesday,1,False,10,Mar,Spring,Fixed,Needs,False,1200.0,1.3910803346591811,False
2020-03-04,Institution whatever yet.,Entertainment,314.15,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Wednesday,2,False,10,Mar,Spring,Variable,Wants,True,400.0,1.2948091830384276,False
2020-03-04,Choice father why often.,Food & Drink,1201.9,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Wednesday,2,False,10,Mar,Spring,Variable,Needs,False,800.0,0.21984513842143794,False
2020-03-09,Security arm.,Rent,1858.91,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Monday,0,False,11,Mar,Spring,Fixed,Needs,False,1200.0,1.6044493208664268,False
2020-03-09,Me system church whether.,Travel,486.51,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Monday,0,False,11,Mar,Spring,Variable,Wants,True,500.0,1.0513842400236117,False
2020-03-11,Attention attack technology.,Rent,180.45,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Wednesday,2,False,11,Mar,Spring,Fixed,Needs,False,1200.0,1.4675296514222433,False
2020-03-11,Walk now often.,Rent,1956.19,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Wednesday,2,False,11,Mar,Spring,Fixed,Needs,False,1200.0,1.7824947401342328,False
2020-03-12,Bank price north first end.,Utilities,265.5,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Thursday,3,False,11,Mar,Spring,Fixed,Needs,False,350.0,1.1529195169681257,False
2020-03-12,Enter capital population.,Utilities,537.46,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Thursday,3,False,11,Mar,Spring,Fixed,Needs,False,350.0,0.6847615076121972,False
2020-03-14,Upon very act perform.,Shopping,1929.08,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Saturday,5,True,11,Mar,Spring,Variable,Wants,True,600.0,1.7250674267617525,False
2020-03-15,Available defense.,Entertainment,1428.77,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Sunday,6,True,11,Mar,Spring,Variable,Wants,True,400.0,0.7041878363782379,False
2020-03-18,Value thing these.,Health & Fitness,881.82,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Wednesday,2,False,12,Mar,Spring,Variable,Needs,False,300.0,0.12518507585308628,False
2020-03-21,Citizen street region.,Rent,503.33,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Saturday,5,True,12,Mar,Spring,Fixed,Needs,False,1200.0,0.8765828486550845,False
2020-03-23,Property never.,Investment,2385.0,Income,2020,3,2020-03,2020-03-01,Q1_2020,Monday,0,False,13,Mar,Spring,Income/Other,Savings,False,0.0,0.13596666035930743,False
2020-03-23,Enough threat score.,Food & Drink,151.28,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Monday,0,False,13,Mar,Spring,Variable,Needs,False,800.0,1.5369486681189017,False
2020-03-24,Example decision garden.,Entertainment,144.13,Expense,2020,3,2020-03,2020-03-01,Q1_2020,Tuesday,1,False,13,Mar,Spring,Variable,Wants,True,400.0,1.5997287728907732,False
2020-03-28,Major town suffer begin.,Other,1080.0,Income,2020,3,2020-03,2020-03-01,Q1_2020,Saturday,5,True,13,Mar,Spring,Income/Other,Income/Other,False,0.0,1.3286104292394534,False
2020-04-01,Analysis four capital.,Travel,1341.27,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Wednesday,2,False,14,Apr,Spring,Variable,Wants,True,500.0,0.5174022312492302,False
2020-04-05,Scientist necessary into.,Utilities,1449.47,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Sunday,6,True,14,Apr,Spring,Fixed,Needs,False,350.0,0.8851928463836123,False
2020-04-06,Away third.,Salary,493.56,Income,2020,4,2020-04,2020-04-01,Q2_2020,Monday,0,False,15,Apr,Spring,Income/Other,Income/Other,False,0.0,0.8921929467587059,False
2020-04-06,Along hard need involve among.,Shopping,388.92,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Monday,0,False,15,Apr,Spring,Variable,Wants,True,600.0,1.0720162400379643,False
2020-04-10,Together decide.,Other,3402.0,Income,2020,4,2020-04,2020-04-01,Q2_2020,Friday,4,False,15,Apr,Spring,Income/Other,Income/Other,False,0.0,0.5448219329332394,False
2020-04-17,Government nice.,Salary,1729.04,Income,2020,4,2020-04,2020-04-01,Q2_2020,Friday,4,False,16,Apr,Spring,Income/Other,Income/Other,False,0.0,1.1980254346428478,False
2020-04-17,See understand door class son.,Investment,996.0,Income,2020,4,2020-04,2020-04-01,Q2_2020,Friday,4,False,16,Apr,Spring,Income/Other,Savings,False,0.0,1.2269190709015372,False
2020-04-18,Agent say forward us.,Health & Fitness,1603.18,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Saturday,5,True,16,Apr,Spring,Variable,Needs,False,300.0,1.1050395603300207,False
2020-04-22,City red him.,Investment,2058.0,Income,2020,4,2020-04,2020-04-01,Q2_2020,Wednesday,2,False,17,Apr,Spring,Income/Other,Savings,False,0.0,0.39279994923426004,False
2020-04-23,Develop staff least figure.,Utilities,849.54,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Thursday,3,False,17,Apr,Spring,Fixed,Needs,False,350.0,0.1475400354846853,False
2020-04-25,Age cover foreign.,Entertainment,1750.23,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Saturday,5,True,17,Apr,Spring,Variable,Wants,True,400.0,1.2807050187916893,False
2020-04-26,Go meeting quickly.,Investment,914.0,Income,2020,4,2020-04,2020-04-01,Q2_2020,Sunday,6,True,17,Apr,Spring,Income/Other,Savings,False,0.0,1.291323748845715,False
2020-04-26,Voice boy wife condition.,Food & Drink,1938.3,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Sunday,6,True,17,Apr,Spring,Variable,Needs,False,800.0,1.451216099507564,False
2020-04-27,Board its.,Entertainment,340.96,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Monday,0,False,18,Apr,Spring,Variable,Wants,True,400.0,1.2467272267748033,False
2020-04-27,Paper memory history office.,Entertainment,1730.65,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Monday,0,False,18,Apr,Spring,Variable,Wants,True,400.0,1.245589587846454,False
2020-04-29,Remember ability.,Utilities,764.16,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Wednesday,2,False,18,Apr,Spring,Fixed,Needs,False,350.0,0.29451507166209806,False
2020-04-30,Hair attorney professional.,Travel,1853.77,Expense,2020,4,2020-04,2020-04-01,Q2_2020,Thursday,3,False,18,Apr,Spring,Variable,Wants,True,500.0,1.4580207282862132,False
2020-05-01,Finish summer rest feel finally.,Travel,851.78,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Friday,4,False,18,May,Spring,Variable,Wants,True,500.0,0.3809847894622484,False
2020-05-03,I fast camera inside.,Salary,318.05,Income,2020,5,2020-05,2020-05-01,Q2_2020,Sunday,6,True,18,May,Spring,Income/Other,Income/Other,False,0.0,1.189125497767048,False
2020-05-03,Past feeling nature.,Food & Drink,1162.57,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Sunday,6,True,18,May,Spring,Variable,Needs,False,800.0,0.15407949488597142,False
2020-05-05,Expert involve oil.,Health & Fitness,123.76,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Tuesday,1,False,19,May,Spring,Variable,Needs,False,300.0,1.4179987717954259,False
2020-05-06,Kid put memory soldier.,Utilities,123.19,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Wednesday,2,False,19,May,Spring,Fixed,Needs,False,350.0,1.397895124820171,False
2020-05-06,Exist professional.,Utilities,146.36,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Wednesday,2,False,19,May,Spring,Fixed,Needs,False,350.0,1.3580097700739697,False
2020-05-07,Stand seem.,Investment,3807.0,Income,2020,5,2020-05,2020-05-01,Q2_2020,Thursday,3,False,19,May,Spring,Income/Other,Savings,False,0.0,0.9809047059409451,False
2020-05-11,Southern challenge animal.,Investment,825.0,Income,2020,5,2020-05,2020-05-01,Q2_2020,Monday,0,False,20,May,Spring,Income/Other,Savings,False,0.0,1.3612263871022006,False
2020-05-12,Sure authority increase picture create.,Shopping,1318.17,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Tuesday,1,False,20,May,Spring,Variable,Wants,True,600.0,0.6155941363993132,False
2020-05-13,Hundred challenge reach throughout.,Health & Fitness,1870.07,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Wednesday,2,False,20,May,Spring,Variable,Needs,False,300.0,1.5602001641213445,False
2020-05-14,Despite sound receive let.,Health & Fitness,484.99,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Thursday,3,False,20,May,Spring,Variable,Needs,False,300.0,0.8019484705194698,False
2020-05-15,True building card.,Travel,919.88,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Friday,4,False,20,May,Spring,Variable,Wants,True,500.0,0.255997238929139,False
2020-05-16,Write other wear through partner.,Rent,28.54,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Saturday,5,True,20,May,Spring,Fixed,Needs,False,1200.0,1.745560897731582,False
2020-05-17,Store natural today season.,Rent,155.79,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Sunday,6,True,20,May,Spring,Fixed,Needs,False,1200.0,1.5126632866930505,False
2020-05-19,Else easy point she.,Travel,273.59,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Tuesday,1,False,21,May,Spring,Variable,Wants,True,500.0,1.4421676359048108,False
2020-05-20,Phone ever back experience.,Rent,1759.75,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Wednesday,2,False,21,May,Spring,Fixed,Needs,False,1200.0,1.422963056736126,False
2020-05-21,Floor music catch discuss.,Utilities,881.99,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Thursday,3,False,21,May,Spring,Fixed,Needs,False,350.0,0.09167988177237504,False
2020-05-25,Ask imagine my.,Travel,1227.24,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Monday,0,False,22,May,Spring,Variable,Wants,True,500.0,0.3081169098499577,False
2020-05-27,Deal information.,Food & Drink,1339.05,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Wednesday,2,False,22,May,Spring,Variable,Needs,False,800.0,0.44918045525055533,False
2020-05-28,Task she.,Rent,1878.47,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Thursday,3,False,22,May,Spring,Fixed,Needs,False,1200.0,1.6402487493294027,False
2020-05-29,Accept goal send table.,Investment,1376.0,Income,2020,5,2020-05,2020-05-01,Q2_2020,Friday,4,False,22,May,Spring,Income/Other,Savings,False,0.0,0.9284583682333967,False
2020-05-30,Section national owner determine detail.,Utilities,551.97,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Saturday,5,True,22,May,Spring,Fixed,Needs,False,350.0,0.659783670004628,False
2020-05-31,Ahead from quickly identify.,Health & Fitness,415.16,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Sunday,6,True,22,May,Spring,Variable,Needs,False,300.0,0.9210382264591759,False
2020-05-31,Try wonder move trade.,Travel,1015.76,Expense,2020,5,2020-05,2020-05-01,Q2_2020,Sunday,6,True,22,May,Spring,Variable,Wants,True,500.0,0.08002357747371283,False
2020-06-01,Base investment.,Food & Drink,193.67,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Monday,0,False,23,Jun,Summer,Variable,Needs,False,800.0,1.4660662468255274,False
2020-06-02,Anyone here deep.,Travel,97.73,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Tuesday,1,False,23,Jun,Summer,Variable,Wants,True,500.0,1.7649328434929545,False
2020-06-05,Seven here sell story.,Utilities,1277.86,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Friday,4,False,23,Jun,Summer,Fixed,Needs,False,350.0,0.5897795650717614,False
2020-06-06,Like see.,Salary,1107.84,Income,2020,6,2020-06,2020-06-01,Q2_2020,Saturday,5,True,23,Jun,Summer,Income/Other,Income/Other,False,0.0,0.14706252263565608,False
2020-06-07,Difference attention whatever american.,Food & Drink,232.63,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Sunday,6,True,23,Jun,Summer,Variable,Needs,False,800.0,1.4009192986398735,False
2020-06-08,Current after charge.,Utilities,1095.72,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Monday,0,False,24,Jun,Summer,Fixed,Needs,False,350.0,0.27623970691582395,False
2020-06-09,Prove nor design record.,Utilities,865.28,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Tuesday,1,False,24,Jun,Summer,Fixed,Needs,False,350.0,0.12044484844518569,False
2020-06-09,Paper white responsibility.,Other,826.0,Income,2020,6,2020-06,2020-06-01,Q2_2020,Tuesday,1,False,24,Jun,Summer,Income/Other,Income/Other,False,0.0,1.5335423069275946,False
2020-06-10,Blue agent find.,Entertainment,1367.31,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Wednesday,2,False,24,Jun,Summer,Variable,Wants,True,400.0,0.5939634040036633,False
2020-06-10,Walk cup option store.,Health & Fitness,1562.43,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Wednesday,2,False,24,Jun,Summer,Variable,Needs,False,300.0,1.0355435334856413,False
2020-06-11,Recent feeling.,Shopping,1947.94,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Thursday,3,False,24,Jun,Summer,Variable,Wants,True,600.0,1.759319061628158,False
2020-06-11,Site girl into have media.,Entertainment,1730.57,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Thursday,3,False,24,Jun,Summer,Variable,Wants,True,400.0,1.2454461131541341,False
2020-06-12,Support state.,Utilities,1764.02,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Friday,4,False,24,Jun,Summer,Fixed,Needs,False,350.0,1.4266662315980088,False
2020-06-14,Whether player stock religious.,Other,3872.0,Income,2020,6,2020-06,2020-06-01,Q2_2020,Sunday,6,True,24,Jun,Summer,Income/Other,Income/Other,False,0.0,0.9240265884979103,False
2020-06-15,Safe whole establish.,Entertainment,540.94,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Monday,0,False,25,Jun,Summer,Variable,Wants,True,400.0,0.8880763646487471,False
2020-06-18,Let stay or focus.,Rent,771.26,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Thursday,3,False,25,Jun,Summer,Fixed,Needs,False,1200.0,0.3862075486507332,False
2020-06-18,Everything late.,Other,2322.0,Income,2020,6,2020-06,2020-06-01,Q2_2020,Thursday,3,False,25,Jun,Summer,Income/Other,Income/Other,False,0.0,0.32654195644940837,False
2020-06-18,Particular her agreement surface consider.,Other,3364.0,Income,2020,6,2020-06,2020-06-01,Q2_2020,Thursday,3,False,25,Jun,Summer,Income/Other,Income/Other,False,0.0,0.5141628331216278,False
2020-06-19,Something future they red.,Entertainment,453.62,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Friday,4,False,25,Jun,Summer,Variable,Wants,True,400.0,1.04467899131565,False
2020-06-19,Act way beat result major.,Shopping,663.24,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Friday,4,False,25,Jun,Summer,Variable,Wants,True,600.0,0.5738238499768678,False
2020-06-21,Position make society behavior.,Travel,708.78,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Sunday,6,True,25,Jun,Summer,Variable,Wants,True,500.0,0.6434402920501285,False
2020-06-21,Reality fill ok list.,Health & Fitness,1879.08,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Sunday,6,True,25,Jun,Summer,Variable,Needs,False,300.0,1.5755660341058317,False
2020-06-22,International second former reflect.,Other,1962.0,Income,2020,6,2020-06,2020-06-01,Q2_2020,Monday,0,False,26,Jun,Summer,Income/Other,Income/Other,False,0.0,0.6169965862436243,False
2020-06-22,Edge building court.,Travel,86.13,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Monday,0,False,26,Jun,Summer,Variable,Wants,True,500.0,1.7862229402063772,False
2020-06-24,Week real course school everybody.,Health & Fitness,1459.8,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Wednesday,2,False,26,Jun,Summer,Variable,Needs,False,300.0,0.8605158712761032,False
2020-06-30,Executive beyond create dinner conference.,Rent,776.54,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Tuesday,1,False,27,Jun,Summer,Fixed,Needs,False,1200.0,0.37654389924968457,False
2020-06-30,Call animal approach factor want.,Travel,98.33,Expense,2020,6,2020-06,2020-06-01,Q2_2020,Tuesday,1,False,27,Jun,Summer,Variable,Wants,True,500.0,1.7638316315939844,False
2020-07-02,Their off.,Entertainment,734.8,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Thursday,3,False,27,Jul,Summer,Variable,Wants,True,400.0,0.5404013164851446,False
2020-07-03,Key continue anything wait.,Other,3071.0,Income,2020,7,2020-07,2020-07-01,Q3_2020,Friday,4,False,27,Jul,Summer,Income/Other,Income/Other,False,0.0,0.27776503720577983,False
2020-07-04,State husband.,Rent,1442.31,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Saturday,5,True,27,Jul,Summer,Fixed,Needs,False,1200.0,0.8419727412306534,False
2020-07-05,Picture approach chance none fight.,Travel,1337.12,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Sunday,6,True,27,Jul,Summer,Variable,Wants,True,500.0,0.5097855156146867,False
2020-07-06,Newspaper indicate other.,Travel,1113.28,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Monday,0,False,28,Jul,Summer,Variable,Wants,True,500.0,0.09896006317223166,False
2020-07-06,Herself training father open investment.,Other,1925.0,Income,2020,7,2020-07,2020-07-01,Q3_2020,Monday,0,False,28,Jul,Summer,Income/Other,Income/Other,False,0.0,0.646848867639141,False
2020-07-08,Art whether between several personal.,Travel,818.09,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Wednesday,2,False,28,Jul,Summer,Variable,Wants,True,500.0,0.4428178375894209,False
2020-07-11,Church community.,Travel,580.96,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Saturday,5,True,28,Jul,Summer,Variable,Wants,True,500.0,0.8780351335940643,False
2020-07-12,Able late order.,Health & Fitness,935.33,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Sunday,6,True,28,Jul,Summer,Variable,Needs,False,300.0,0.03392783913056485,False
2020-07-12,Discuss religious.,Entertainment,1027.24,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Sunday,6,True,28,Jul,Summer,Variable,Wants,True,400.0,0.015929578710647683,False
2020-07-13,Reach under.,Utilities,1321.11,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Monday,0,False,29,Jul,Summer,Fixed,Needs,False,350.0,0.664231079649802,False
2020-07-17,Boy different chance enter.,Health & Fitness,195.84,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Friday,4,False,29,Jul,Summer,Variable,Needs,False,300.0,1.295071811919527,False
2020-07-20,Arrive society.,Entertainment,1348.86,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Monday,0,False,30,Jul,Summer,Variable,Wants,True,400.0,0.5608745530874429,False
2020-07-21,Keep light fight.,Entertainment,303.23,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Tuesday,1,False,30,Jul,Summer,Variable,Wants,True,400.0,1.3143934785400604,False
2020-07-21,Matter management ball.,Other,1096.0,Income,2020,7,2020-07,2020-07-01,Q3_2020,Tuesday,1,False,30,Jul,Summer,Income/Other,Income/Other,False,0.0,1.3157013345819326,False
2020-07-22,Same page ago director.,Entertainment,1439.51,Expense,2020,7,2020-07,2020-07-01,Q3_2020,Wednesday,2,False,30,Jul,Summer,Variable,Wants,True,400.0,0.7234493138221515,False
